activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,6159732,[],CHEMBL1763788,Inhibition of Akt1,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ncnc(N2CC[C@@]3(CCCN(C[C@H](O)CNS(=O)(=O)c4ccccc4F)C3)C2)c1C1CC1,,,CHEMBL1759869,Bioorg. Med. Chem. Lett.,2011.0,"{'bei': '14.05', 'le': '0.28', 'lle': '5.38', 'sei': '5.69'}",CHEMBL1760770,,CHEMBL1760770,7.09,False,http://www.openphacts.org/units/Nanomolar,1412876,=,1,True,=,,IC50,nM,,81.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,uM,UO_0000065,,0.081
,6159733,[],CHEMBL1763788,Inhibition of Akt1,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ncnc(N2CC[C@@]3(CCCN(C[C@H](O)CNS(=O)(=O)c4ccccc4Cl)C3)C2)c1C1CC1,,,CHEMBL1759869,Bioorg. Med. Chem. Lett.,2011.0,"{'bei': '15.44', 'le': '0.31', 'lle': '5.83', 'sei': '6.45'}",CHEMBL1760771,,CHEMBL1760771,8.05,False,http://www.openphacts.org/units/Nanomolar,1412877,=,1,True,=,,IC50,nM,,9.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,uM,UO_0000065,,0.009
,6159734,[],CHEMBL1763788,Inhibition of Akt1,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ncnc(N2CC[C@@]3(CCCN(C[C@H](O)CNS(=O)(=O)c4ccccc4Br)C3)C2)c1C1CC1,,,CHEMBL1759869,Bioorg. Med. Chem. Lett.,2011.0,"{'bei': '13.74', 'le': '0.30', 'lle': '5.44', 'sei': '6.23'}",CHEMBL1760772,,CHEMBL1760772,7.77,False,http://www.openphacts.org/units/Nanomolar,1412878,=,1,True,=,,IC50,nM,,17.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,uM,UO_0000065,,0.017
,6159735,[],CHEMBL1763788,Inhibition of Akt1,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(F)ccc1S(=O)(=O)NC[C@@H](O)CN1CCC[C@@]2(CCN(c3ncnc(N)c3C3CC3)C2)C1,,,CHEMBL1759869,Bioorg. Med. Chem. Lett.,2011.0,"{'bei': '15.61', 'le': '0.31', 'lle': '6.08', 'sei': '6.49'}",CHEMBL1760773,,CHEMBL1760773,8.10,False,http://www.openphacts.org/units/Nanomolar,1412879,=,1,True,=,,IC50,nM,,8.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,uM,UO_0000065,,0.008
,6159736,[],CHEMBL1763788,Inhibition of Akt1,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(S(=O)(=O)NC[C@@H](O)CN2CCC[C@@]3(CCN(c4ncnc(N)c4C4CC4)C3)C2)c(C)c1,,,CHEMBL1759869,Bioorg. Med. Chem. Lett.,2011.0,"{'bei': '13.20', 'le': '0.26', 'lle': '4.62', 'sei': '5.45'}",CHEMBL1760774,,CHEMBL1760774,6.80,False,http://www.openphacts.org/units/Nanomolar,1412880,=,1,True,=,,IC50,nM,,160.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,uM,UO_0000065,,0.16
,6159737,[],CHEMBL1763788,Inhibition of Akt1,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccncc1S(=O)(=O)NC[C@@H](O)CN1CCC[C@@]2(CCN(c3ncnc(N)c3C3CC3)C2)C1,,,CHEMBL1759869,Bioorg. Med. Chem. Lett.,2011.0,"{'bei': '11.88', 'le': '0.23', 'lle': '4.69', 'sei': '4.33'}",CHEMBL1760775,,CHEMBL1760775,5.96,False,http://www.openphacts.org/units/Nanomolar,1412881,=,1,True,=,,IC50,nM,,1100.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,uM,UO_0000065,,1.1
,6159738,[],CHEMBL1763788,Inhibition of Akt1,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1noc(C)c1S(=O)(=O)NC[C@@H](O)CN1CCC[C@@]2(CCN(c3ncnc(N)c3C3CC3)C2)C1,,,CHEMBL1759869,Bioorg. Med. Chem. Lett.,2011.0,"{'bei': '16.86', 'le': '0.33', 'lle': '7.35', 'sei': '5.66'}",CHEMBL1760776,,CHEMBL1760776,8.52,False,http://www.openphacts.org/units/Nanomolar,1412882,=,1,True,=,,IC50,nM,,3.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,uM,UO_0000065,,0.003
,6159777,[],CHEMBL1763791,Inhibition of AKT1-mediated PRAS40 phosphorylation in human LNCaP cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCOCCN(C[C@@H](O)CN1CCCC2(CCN(c3ncnc4[nH]cc(C)c34)CC2)C1)S(=O)(=O)c1c(C)cccc1C,,,CHEMBL1759869,Bioorg. Med. Chem. Lett.,2011.0,"{'bei': '9.89', 'le': '0.19', 'lle': '2.27', 'sei': '5.15'}",CHEMBL1760758,,CHEMBL1760758,5.92,False,http://www.openphacts.org/units/Nanomolar,1412864,=,1,True,=,,IC50,nM,,1200.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,uM,UO_0000065,,1.2
,6159778,[],CHEMBL1763791,Inhibition of AKT1-mediated PRAS40 phosphorylation in human LNCaP cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCOCCN(C[C@@H](O)CN1CCCC2(CCN(c3ncnc4[nH]cc(C)c34)C2)C1)S(=O)(=O)c1c(C)cccc1C,,,CHEMBL1759869,Bioorg. Med. Chem. Lett.,2011.0,"{'bei': '11.53', 'le': '0.22', 'lle': '3.48', 'sei': '5.87'}",CHEMBL1760759,,CHEMBL1760759,6.75,False,http://www.openphacts.org/units/Nanomolar,1412865,=,1,True,=,,IC50,nM,,180.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,uM,UO_0000065,,0.18
,6159779,[],CHEMBL1763791,Inhibition of AKT1-mediated PRAS40 phosphorylation in human LNCaP cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCOCCN(C[C@@H](O)CN1CCC2(CCN(c3ncnc4[nH]nc(C)c34)C2)C1)S(=O)(=O)c1c(C)cccc1C,,,CHEMBL1759869,Bioorg. Med. Chem. Lett.,2011.0,"{'bei': '9.63', 'le': '0.19', 'lle': '3.24', 'sei': '4.31'}",CHEMBL1760760,,CHEMBL1760760,5.51,False,http://www.openphacts.org/units/Nanomolar,1412866,=,1,True,=,,IC50,nM,,3100.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,uM,UO_0000065,,3.1
,6159780,[],CHEMBL1763791,Inhibition of AKT1-mediated PRAS40 phosphorylation in human LNCaP cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCOCCN(C[C@@H](O)CN1CCCC2(CCN(c3ncnc4[nH]nc(C)c34)C2)C1)S(=O)(=O)c1c(C)cccc1C,,,CHEMBL1759869,Bioorg. Med. Chem. Lett.,2011.0,"{'bei': '11.11', 'le': '0.22', 'lle': '3.85', 'sei': '5.09'}",CHEMBL1760761,,CHEMBL1760761,6.51,False,http://www.openphacts.org/units/Nanomolar,1412867,=,1,True,=,,IC50,nM,,310.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,uM,UO_0000065,,0.31
,6159781,[],CHEMBL1763791,Inhibition of AKT1-mediated PRAS40 phosphorylation in human LNCaP cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCOCCN(C[C@@H](O)CN1CCCC2(CCN(c3ncnc4ccccc34)C2)C1)S(=O)(=O)c1c(C)cccc1C,,,CHEMBL1759869,Bioorg. Med. Chem. Lett.,2011.0,"{'bei': '9.66', 'le': '0.19', 'lle': '1.99', 'sei': '5.67'}",CHEMBL1760762,,CHEMBL1760762,5.62,False,http://www.openphacts.org/units/Nanomolar,1412868,=,1,True,=,,IC50,nM,,2400.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,uM,UO_0000065,,2.4
,6159782,[],CHEMBL1763791,Inhibition of AKT1-mediated PRAS40 phosphorylation in human LNCaP cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCOCCN(C[C@@H](O)CN1CCCC2(CCN(c3ncncc3C3CC3)C2)C1)S(=O)(=O)c1c(C)cccc1C,,,CHEMBL1759869,Bioorg. Med. Chem. Lett.,2011.0,"{'bei': '10.72', 'le': '0.21', 'lle': '2.78', 'sei': '6.19'}",CHEMBL1760763,,CHEMBL1760763,6.13,False,http://www.openphacts.org/units/Nanomolar,1412869,=,1,True,=,,IC50,nM,,740.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,uM,UO_0000065,,0.74
,6159783,[],CHEMBL1763791,Inhibition of AKT1-mediated PRAS40 phosphorylation in human LNCaP cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCOCCN(C[C@@H](O)CN1CCCC2(CCN(c3ncnc(N)c3C3CC3)C2)C1)S(=O)(=O)c1c(C)cccc1C,,,CHEMBL1759869,Bioorg. Med. Chem. Lett.,2011.0,"{'bei': '10.78', 'le': '0.21', 'lle': '3.40', 'sei': '5.06'}",CHEMBL1760764,,CHEMBL1760764,6.33,False,http://www.openphacts.org/units/Nanomolar,1412870,=,1,True,=,,IC50,nM,,470.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,uM,UO_0000065,,0.47
,6159784,[],CHEMBL1763791,Inhibition of AKT1-mediated PRAS40 phosphorylation in human LNCaP cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cccc(C)c1S(=O)(=O)N1CCC[C@H]1[C@@H](O)CN1CCC[C@@]2(CCN(c3ncnc(N)c3C3CC3)C2)C1,,,CHEMBL1759869,Bioorg. Med. Chem. Lett.,2011.0,"{'bei': '11.11', 'le': '0.22', 'lle': '3.10', 'sei': '5.32'}",CHEMBL1760765,,CHEMBL1760765,6.16,False,http://www.openphacts.org/units/Nanomolar,1412871,=,1,True,=,,IC50,nM,,690.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,uM,UO_0000065,,0.69
,6159785,[],CHEMBL1763791,Inhibition of AKT1-mediated PRAS40 phosphorylation in human LNCaP cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cccc(C)c1S(=O)(=O)N1CCC[C@H]1[C@H](O)CN1CCC[C@@]2(CCN(c3ncnc(N)c3C3CC3)C2)C1,,,CHEMBL1759869,Bioorg. Med. Chem. Lett.,2011.0,"{'bei': '8.81', 'le': '0.17', 'lle': '1.83', 'sei': '4.22'}",CHEMBL1760766,,CHEMBL1760766,4.89,False,http://www.openphacts.org/units/Nanomolar,1412872,=,1,True,=,,IC50,nM,,13000.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,uM,UO_0000065,,13.0
,6159786,[],CHEMBL1763791,Inhibition of AKT1-mediated PRAS40 phosphorylation in human LNCaP cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cccc(C)c1S(=O)(=O)N1CCC[C@@H]1[C@@H](O)CN1CCC[C@@]2(CCN(c3ncnc(N)c3C3CC3)C2)C1,,,CHEMBL1759869,Bioorg. Med. Chem. Lett.,2011.0,"{'bei': '10.13', 'le': '0.20', 'lle': '2.56', 'sei': '4.85'}",CHEMBL1760767,,CHEMBL1760767,5.62,False,http://www.openphacts.org/units/Nanomolar,1412873,=,1,True,=,,IC50,nM,,2400.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,uM,UO_0000065,,2.4
,6159787,[],CHEMBL1763791,Inhibition of AKT1-mediated PRAS40 phosphorylation in human LNCaP cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cccc(C)c1S(=O)(=O)NC[C@@H](O)CN1CCC[C@@]2(CCN(c3ncnc(N)c3C3CC3)C2)C1,,,CHEMBL1759869,Bioorg. Med. Chem. Lett.,2011.0,"{'bei': '11.75', 'le': '0.23', 'lle': '3.87', 'sei': '4.85'}",CHEMBL1760768,,CHEMBL1760768,6.05,False,http://www.openphacts.org/units/Nanomolar,1412874,=,1,True,=,,IC50,nM,,900.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,uM,UO_0000065,,0.9
,6159788,[],CHEMBL1763791,Inhibition of AKT1-mediated PRAS40 phosphorylation in human LNCaP cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccccc1S(=O)(=O)NC[C@@H](O)CN1CCC[C@@]2(CCN(c3ncnc(N)c3C3CC3)C2)C1,,,CHEMBL1759869,Bioorg. Med. Chem. Lett.,2011.0,"{'bei': '11.83', 'le': '0.23', 'lle': '4.04', 'sei': '4.75'}",CHEMBL1760769,,CHEMBL1760769,5.92,False,http://www.openphacts.org/units/Nanomolar,1412875,=,1,True,=,,IC50,nM,,1200.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,uM,UO_0000065,,1.2
,6159789,[],CHEMBL1763791,Inhibition of AKT1-mediated PRAS40 phosphorylation in human LNCaP cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Nc1ncnc(N2CC[C@@]3(CCCN(C[C@H](O)CNS(=O)(=O)c4ccccc4F)C3)C2)c1C1CC1,,,CHEMBL1759869,Bioorg. Med. Chem. Lett.,2011.0,"{'bei': '9.62', 'le': '0.19', 'lle': '3.14', 'sei': '3.89'}",CHEMBL1760770,,CHEMBL1760770,4.85,False,http://www.openphacts.org/units/Nanomolar,1412876,=,1,True,=,,IC50,nM,,14000.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,uM,UO_0000065,,14.0
,6159790,[],CHEMBL1763791,Inhibition of AKT1-mediated PRAS40 phosphorylation in human LNCaP cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Nc1ncnc(N2CC[C@@]3(CCCN(C[C@H](O)CNS(=O)(=O)c4ccccc4Cl)C3)C2)c1C1CC1,,,CHEMBL1759869,Bioorg. Med. Chem. Lett.,2011.0,"{'bei': '10.98', 'le': '0.22', 'lle': '3.50', 'sei': '4.59'}",CHEMBL1760771,,CHEMBL1760771,5.72,False,http://www.openphacts.org/units/Nanomolar,1412877,=,1,True,=,,IC50,nM,,1900.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,uM,UO_0000065,,1.9
,6159791,[],CHEMBL1763791,Inhibition of AKT1-mediated PRAS40 phosphorylation in human LNCaP cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Nc1ncnc(N2CC[C@@]3(CCCN(C[C@H](O)CNS(=O)(=O)c4ccccc4Br)C3)C2)c1C1CC1,,,CHEMBL1759869,Bioorg. Med. Chem. Lett.,2011.0,"{'bei': '10.08', 'le': '0.22', 'lle': '3.37', 'sei': '4.57'}",CHEMBL1760772,,CHEMBL1760772,5.70,False,http://www.openphacts.org/units/Nanomolar,1412878,=,1,True,=,,IC50,nM,,2000.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,uM,UO_0000065,,2.0
,6159792,[],CHEMBL1763791,Inhibition of AKT1-mediated PRAS40 phosphorylation in human LNCaP cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cc(F)ccc1S(=O)(=O)NC[C@@H](O)CN1CCC[C@@]2(CCN(c3ncnc(N)c3C3CC3)C2)C1,,,CHEMBL1759869,Bioorg. Med. Chem. Lett.,2011.0,"{'bei': '10.91', 'le': '0.21', 'lle': '3.64', 'sei': '4.54'}",CHEMBL1760773,,CHEMBL1760773,5.66,False,http://www.openphacts.org/units/Nanomolar,1412879,=,1,True,=,,IC50,nM,,2200.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,uM,UO_0000065,,2.2
,6159793,[],CHEMBL1763791,Inhibition of AKT1-mediated PRAS40 phosphorylation in human LNCaP cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(S(=O)(=O)NC[C@@H](O)CN2CCC[C@@]3(CCN(c4ncnc(N)c4C4CC4)C3)C2)c(C)c1,,,CHEMBL1759869,Bioorg. Med. Chem. Lett.,2011.0,"{'bei': '9.22', 'le': '0.18', 'lle': '2.56', 'sei': '3.81'}",CHEMBL1760774,,CHEMBL1760774,4.75,False,http://www.openphacts.org/units/Nanomolar,1412880,=,1,True,=,,IC50,nM,,18000.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,uM,UO_0000065,,18.0
Not Determined,6159794,[],CHEMBL1763791,Inhibition of AKT1-mediated PRAS40 phosphorylation in human LNCaP cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccncc1S(=O)(=O)NC[C@@H](O)CN1CCC[C@@]2(CCN(c3ncnc(N)c3C3CC3)C2)C1,,,CHEMBL1759869,Bioorg. Med. Chem. Lett.,2011.0,,CHEMBL1760775,,CHEMBL1760775,,False,,1412881,,1,False,,,IC50,,,,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,,,,
,6159795,[],CHEMBL1763791,Inhibition of AKT1-mediated PRAS40 phosphorylation in human LNCaP cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1noc(C)c1S(=O)(=O)NC[C@@H](O)CN1CCC[C@@]2(CCN(c3ncnc(N)c3C3CC3)C2)C1,,,CHEMBL1759869,Bioorg. Med. Chem. Lett.,2011.0,"{'bei': '12.48', 'le': '0.25', 'lle': '5.14', 'sei': '4.19'}",CHEMBL1760776,,CHEMBL1760776,6.31,False,http://www.openphacts.org/units/Nanomolar,1412882,=,1,True,=,,IC50,nM,,490.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,uM,UO_0000065,,0.49
,6161763,[],CHEMBL1764865,Inhibition of AKT1 by IMAP assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCOCCN(C[C@@H](O)CN1CCCC2(CCc3c(ccc4[nH]ncc34)O2)C1)S(=O)(=O)c1c(C)cccc1C,,,CHEMBL1759945,Bioorg. Med. Chem. Lett.,2011.0,"{'bei': '14.45', 'le': '0.28', 'lle': '4.62', 'sei': '7.45'}",CHEMBL1761090,,CHEMBL1761090,8.05,False,http://www.openphacts.org/units/Nanomolar,1413237,=,1,True,=,,IC50,nM,,9.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,uM,UO_0000065,,0.009
,6161764,[],CHEMBL1764865,Inhibition of AKT1 by IMAP assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCOCCN(C[C@@H](O)CN1CCCC2(CCc3cc4c(cc3O2)CNC4=O)C1)S(=O)(=O)c1c(C)cccc1C,,,CHEMBL1759945,Bioorg. Med. Chem. Lett.,2011.0,"{'bei': '13.99', 'le': '0.27', 'lle': '5.21', 'sei': '7.38'}",CHEMBL1761089,,CHEMBL1761089,8.00,False,http://www.openphacts.org/units/Nanomolar,1413236,=,1,True,=,,IC50,nM,,10.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,uM,UO_0000065,,0.01
,6161765,[],CHEMBL1764865,Inhibition of AKT1 by IMAP assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCOCCN(C[C@@H](O)CN1CCCC2(CCc3cc(C(N)=O)ccc3O2)C1)S(=O)(=O)c1c(C)cccc1C,,,CHEMBL1759945,Bioorg. Med. Chem. Lett.,2011.0,"{'bei': '13.55', 'le': '0.27', 'lle': '4.94', 'sei': '6.20'}",CHEMBL1761088,,CHEMBL1761088,7.58,False,http://www.openphacts.org/units/Nanomolar,1413235,=,1,True,=,,IC50,nM,,26.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,uM,UO_0000065,,0.026
,6161767,[],CHEMBL1764866,Inhibition of AKT1 in human LNCaP cells assessed as PRAS40 phosphorylation at Thr246 after 1.5 hrs,B,,,BAO_0000190,BAO_0000219,cell-based format,CCOCCN(C[C@@H](O)CN1CCCC2(CCc3cc4c(cc3O2)CNC4=O)C1)S(=O)(=O)c1c(C)cccc1C,,,CHEMBL1759945,Bioorg. Med. Chem. Lett.,2011.0,"{'bei': '13.04', 'le': '0.25', 'lle': '4.67', 'sei': '6.88'}",CHEMBL1761089,,CHEMBL1761089,7.46,False,http://www.openphacts.org/units/Nanomolar,1413236,=,1,True,=,,IC50,nM,,35.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,uM,UO_0000065,,0.035
,6161768,[],CHEMBL1764865,Inhibition of AKT1 by IMAP assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCOCCN(C[C@@H](O)CN1CCCC2(CCc3cc(O)ccc3O2)C1)S(=O)(=O)c1c(C)cccc1C,,,CHEMBL1759945,Bioorg. Med. Chem. Lett.,2011.0,"{'bei': '13.89', 'le': '0.27', 'lle': '4.14', 'sei': '7.43'}",CHEMBL1761085,,CHEMBL1761085,7.40,False,http://www.openphacts.org/units/Nanomolar,1413232,=,1,True,=,,IC50,nM,,40.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,uM,UO_0000065,,0.04
,6161769,[],CHEMBL1764866,Inhibition of AKT1 in human LNCaP cells assessed as PRAS40 phosphorylation at Thr246 after 1.5 hrs,B,,,BAO_0000190,BAO_0000219,cell-based format,CCOCCN(C[C@@H](O)CN1CCCC2(CCc3c(ccc4[nH]ncc34)O2)C1)S(=O)(=O)c1c(C)cccc1C,,,CHEMBL1759945,Bioorg. Med. Chem. Lett.,2011.0,"{'bei': '13.21', 'le': '0.26', 'lle': '3.93', 'sei': '6.81'}",CHEMBL1761090,,CHEMBL1761090,7.36,False,http://www.openphacts.org/units/Nanomolar,1413237,=,1,True,=,,IC50,nM,,44.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,uM,UO_0000065,,0.044
,6161771,[],CHEMBL1764865,Inhibition of AKT1 by IMAP assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCOCCN(C[C@@H](O)CN1CCCC2(CCc3cc(O)ccc3O2)C1)S(=O)(=O)c1c(C)noc1C,,,CHEMBL1759945,Bioorg. Med. Chem. Lett.,2011.0,"{'bei': '13.66', 'le': '0.27', 'lle': '4.91', 'sei': '5.70'}",CHEMBL1761084,,CHEMBL1761084,7.16,False,http://www.openphacts.org/units/Nanomolar,1413231,=,1,True,=,,IC50,nM,,70.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,uM,UO_0000065,,0.07
,6161772,[],CHEMBL1764865,Inhibition of AKT1 by IMAP assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCOCCN(C[C@@H](O)CN1CCCC2(CCc3cc(C#N)ccc3O2)C1)S(=O)(=O)c1c(C)cccc1C,,,CHEMBL1759945,Bioorg. Med. Chem. Lett.,2011.0,"{'bei': '12.50', 'le': '0.24', 'lle': '3.35', 'sei': '6.57'}",CHEMBL1761087,,CHEMBL1761087,6.77,False,http://www.openphacts.org/units/Nanomolar,1413234,=,1,True,=,,IC50,nM,,170.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,uM,UO_0000065,,0.17
,6161773,[],CHEMBL1764865,Inhibition of AKT1 by IMAP assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCOCCN(C[C@@H](O)CN1CCCC2(CCc3cc(F)ccc3O2)C1)S(=O)(=O)c1c(C)cccc1C,,,CHEMBL1759945,Bioorg. Med. Chem. Lett.,2011.0,"{'bei': '12.61', 'le': '0.25', 'lle': '3.05', 'sei': '8.50'}",CHEMBL1761086,,CHEMBL1761086,6.75,False,http://www.openphacts.org/units/Nanomolar,1413233,=,1,True,=,,IC50,nM,,180.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,uM,UO_0000065,,0.18
,6161774,[],CHEMBL1764865,Inhibition of AKT1 by IMAP assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1noc(C)c1S(=O)(=O)N(CCOC(C)C)C[C@@H](O)CN1CCCC2(CC(=O)c3cc(O)ccc3O2)C1,,,CHEMBL1759945,Bioorg. Med. Chem. Lett.,2011.0,"{'bei': '11.82', 'le': '0.23', 'lle': '4.25', 'sei': '4.57'}",CHEMBL1761072,,CHEMBL1761072,6.52,False,http://www.openphacts.org/units/Nanomolar,1413219,=,1,True,=,,IC50,nM,,300.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,uM,UO_0000065,,0.3
,6161775,[],CHEMBL1764865,Inhibition of AKT1 by IMAP assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCOCCN(C[C@@H](O)CN1CCCC2(CC(=O)c3cc(O)ccc3O2)C1)S(=O)(=O)c1c(C)cccc1C,,,CHEMBL1759945,Bioorg. Med. Chem. Lett.,2011.0,"{'bei': '11.93', 'le': '0.23', 'lle': '3.62', 'sei': '5.59'}",CHEMBL1761083,,CHEMBL1761083,6.52,False,http://www.openphacts.org/units/Nanomolar,1413230,=,1,True,=,,IC50,nM,,300.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,uM,UO_0000065,,0.3
,6161776,[],CHEMBL1764865,Inhibition of AKT1 by IMAP assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCOCCN(C[C@@H](O)CN1CCCC2(CC(=O)c3cc(O)ccc3O2)C1)S(=O)(=O)c1ccccc1C,,,CHEMBL1759945,Bioorg. Med. Chem. Lett.,2011.0,"{'bei': '11.83', 'le': '0.23', 'lle': '3.71', 'sei': '5.40'}",CHEMBL1761082,,CHEMBL1761082,6.30,False,http://www.openphacts.org/units/Nanomolar,1413229,=,1,True,=,,IC50,nM,,500.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,uM,UO_0000065,,0.5
,6161777,[],CHEMBL1764865,Inhibition of AKT1 by IMAP assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCOCCN(C[C@@H](O)CN1CCCC2(CC(=O)c3cc(O)ccc3O2)C1)S(=O)(=O)c1c(C)noc1C,,,CHEMBL1759945,Bioorg. Med. Chem. Lett.,2011.0,"{'bei': '11.16', 'le': '0.22', 'lle': '4.11', 'sei': '4.21'}",CHEMBL1761071,,CHEMBL1761071,6.00,False,http://www.openphacts.org/units/Nanomolar,1413218,=,1,True,=,,IC50,nM,,1000.0,CHEMBL4282,Homo sapiens,Serine/threonine-protein kinase AKT,9606,,,IC50,uM,UO_0000065,,1.0
